City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Ust-Nera,RU,64.5667,143.2,55.67,42,12,4.52,few clouds
461,Nizhniy Odes,RU,63.6445,54.856,46.17,75,11,5.55,few clouds
462,Nioro,GM,13.35,-15.75,83.39,49,84,11.23,broken clouds
463,Kefamenanu,ID,-9.4467,124.4781,71.91,88,81,3.42,broken clouds
464,Neftcala,AZ,39.3742,49.2472,68.86,71,0,10.85,clear sky
465,Selcuk,TR,37.9514,27.3685,71.02,65,0,6.55,clear sky
466,Nelson Bay,AU,-32.7167,152.15,57.09,86,24,1.99,few clouds
467,Andra,RU,62.5147,65.8878,32.79,74,5,6.93,clear sky
468,Great Falls,US,47.5002,-111.3008,91.67,24,1,8.01,clear sky
469,Berlevag,NO,70.8578,29.0864,59.0,47,0,9.22,clear sky
470,San Isidro,PE,-12.1167,-77.05,68.02,84,90,1.01,overcast clouds
471,Natal,BR,-5.795,-35.2094,82.62,65,40,10.16,scattered clouds
472,Wairoa,NZ,-39.0333,177.3667,49.12,74,5,3.38,clear sky
473,Karaton,ID,-6.3424,106.1045,80.96,94,100,1.79,overcast clouds
474,Voyvozh,RU,62.892,54.9635,42.98,69,0,4.09,clear sky
475,Asekeyevo,RU,53.5742,52.7972,57.81,65,100,20.47,overcast clouds
476,Ishigaki,JP,24.3448,124.1572,83.57,87,54,21.07,broken clouds
477,Chapais,CA,49.7834,-74.8492,76.78,49,84,11.65,broken clouds
478,Zeya,RU,53.75,127.2667,54.05,81,68,7.65,broken clouds
479,Kamenka,RU,51.3223,42.7678,53.42,90,100,6.15,moderate rain
480,Prince Albert,CA,53.2001,-105.7677,89.55,22,75,9.22,broken clouds
481,Ahmadnagar,IN,19.0833,74.7333,79.03,73,84,5.46,broken clouds
482,Adrar,MR,20.5022,-10.0711,96.58,18,98,22.73,overcast clouds
483,Lakeville,US,44.6497,-93.2427,90.63,34,40,6.91,scattered clouds
484,Turukhansk,RU,65.8167,87.9833,33.49,81,32,5.12,scattered clouds
485,Jeremie,HT,18.65,-74.1167,81.45,75,99,2.77,overcast clouds
486,Digha,IN,21.6833,87.55,85.77,78,7,12.39,clear sky
487,Lishu,CN,43.3047,124.3278,52.02,75,66,5.61,light rain
488,Rio Gallegos,AR,-51.6226,-69.2181,37.45,93,90,4.61,light rain
489,Leh,IN,34.1667,77.5833,47.39,74,100,1.43,overcast clouds
490,Porto Walter,BR,-8.2686,-72.7439,78.84,91,100,2.33,overcast clouds
491,Ostrovnoy,RU,68.0531,39.5131,63.57,53,24,18.14,few clouds
492,San Felipe,VE,10.3399,-68.7425,78.75,84,100,4.18,overcast clouds
493,Matagami,CA,49.7502,-77.6328,64.51,77,75,11.95,broken clouds
494,Pemangkat,ID,1.1667,108.9667,79.59,87,44,2.46,scattered clouds
495,Bandarbeyla,SO,9.4942,50.8122,79.83,80,100,18.07,overcast clouds
496,Oil City,US,41.4339,-79.7064,68.14,88,90,8.05,overcast clouds
497,Purpe,RU,64.4803,76.6897,32.74,60,25,10.54,scattered clouds
498,Vila Velha,BR,-20.3297,-40.2925,78.75,84,0,3.0,clear sky
499,Cifuentes,CU,22.645,-80.0461,85.96,58,48,15.12,scattered clouds
500,Lasa,IT,46.6166,10.7002,67.08,94,61,1.1,broken clouds
501,Sokur,RU,55.2093,83.319,50.99,78,35,8.46,scattered clouds
502,Jacqueville,CI,5.2052,-4.4146,84.11,82,88,13.44,overcast clouds
503,Krasnoarmeysk,RU,51.0239,45.6969,56.28,95,100,16.28,overcast clouds
504,Skjern,DK,55.95,8.5,63.32,95,68,12.03,broken clouds
505,Umm Kaddadah,SD,13.6017,26.6876,83.25,40,89,10.45,overcast clouds
506,Weatherford,US,32.7593,-97.7972,83.01,71,83,3.0,broken clouds
507,Padang,ID,-0.9492,100.3543,78.53,89,100,3.15,overcast clouds
508,Xai-Xai,MZ,-25.0519,33.6442,64.58,85,94,23.71,light rain
509,Sechura,PE,-5.5569,-80.8222,75.11,64,9,13.71,clear sky
510,Mahajanga,MG,-15.7167,46.3167,71.62,88,20,2.3,few clouds
511,Kuusamo,FI,65.9667,29.1833,59.04,55,0,1.14,clear sky
512,Piet Retief,ZA,-27.0071,30.8132,44.19,75,100,9.93,overcast clouds
513,Safford,US,32.834,-109.7076,98.06,11,38,15.97,scattered clouds
514,Nautla,MX,20.2167,-96.7833,86.2,63,59,12.21,broken clouds
515,Longyan,CN,25.1072,117.0225,76.41,95,100,3.13,overcast clouds
516,Russellville,US,35.2784,-93.1338,82.13,57,10,4.0,clear sky
517,Bambanglipuro,ID,-7.95,110.2833,57.6,90,99,4.18,overcast clouds
518,Yatou,CN,37.15,122.3833,56.46,60,15,7.67,few clouds
519,Blagoveshchensk,RU,50.2667,127.5333,50.61,100,75,6.06,heavy intensity rain
520,Bafata,GW,12.1667,-14.75,82.47,49,52,10.04,broken clouds
521,De Aar,ZA,-30.6497,24.0123,40.91,64,0,12.03,clear sky
522,Naron,ES,43.5167,-8.1528,57.02,79,86,4.63,overcast clouds
523,Matara,LK,5.9485,80.5353,78.55,89,100,11.68,overcast clouds
524,Manokwari,ID,-0.8667,134.0833,76.96,85,100,5.39,overcast clouds
525,Nemuro,JP,43.3236,145.575,51.13,96,100,17.22,moderate rain
526,Porto Novo,BJ,6.4965,2.6036,84.02,80,4,8.77,clear sky
527,North Myrtle Beach,US,33.816,-78.68,78.13,91,75,1.99,broken clouds
528,Merrill,US,45.1805,-89.6835,74.12,56,90,12.66,overcast clouds
529,Lavrentiya,RU,65.5833,-171.0,32.72,70,99,7.09,overcast clouds
530,Killybegs,IE,54.6333,-8.45,53.31,87,17,12.62,few clouds
531,Trinidad,BO,-14.8333,-64.9,85.98,62,40,6.91,scattered clouds
532,Louis Trichardt,ZA,-23.0439,29.9032,49.39,79,6,4.99,clear sky
533,Touros,BR,-5.1989,-35.4608,81.5,72,7,13.38,clear sky
534,Coahuayana,MX,18.7333,-103.6833,90.36,52,68,8.57,broken clouds
535,La Calera,AR,-31.3438,-64.3353,76.68,49,0,8.05,clear sky
536,Antalaha,MG,-14.9003,50.2788,70.56,87,86,5.46,overcast clouds
537,Lamar,US,33.6668,-95.5836,83.89,50,20,4.85,few clouds
538,La Asuncion,VE,11.0333,-63.8628,94.73,46,100,15.84,overcast clouds
539,Kaeo,NZ,-35.1,173.7833,52.32,95,54,1.86,broken clouds
540,Sayaxche,GT,16.5167,-90.1667,97.16,31,14,2.21,few clouds
541,Urucara,BR,-2.5364,-57.76,80.06,87,33,3.04,scattered clouds
542,Grand Gaube,MU,-20.0064,57.6608,74.37,73,16,5.99,light rain
543,Juneau,US,58.3019,-134.4197,50.05,98,100,1.99,moderate rain
544,Cap-Chat,CA,49.1001,-66.6821,66.2,55,100,3.44,overcast clouds
545,Bouza,NE,14.4229,6.0428,93.42,19,6,5.88,clear sky
546,Baghdad,IQ,33.3406,44.4009,82.31,23,0,10.63,clear sky
547,Clifton Springs,AU,-38.15,144.5667,52.68,89,90,5.01,overcast clouds
548,Isangel,VU,-19.55,169.2667,74.98,69,28,10.54,scattered clouds
549,Waddan,LY,29.1614,16.139,85.57,28,67,14.88,broken clouds
550,Nichinan,JP,31.6,131.3667,76.62,90,100,14.27,overcast clouds
551,Olinda,BR,-8.0089,-34.8553,76.73,73,20,8.97,few clouds
552,Puri,IN,19.8,85.85,87.39,82,28,11.59,scattered clouds
553,Gra Liyia,GR,35.0167,25.6833,66.43,52,0,6.46,clear sky
554,Bandiagara,ML,14.3501,-3.6104,93.45,25,58,0.83,broken clouds
555,Dutse,NG,11.7594,9.3392,93.83,24,6,4.23,clear sky
556,Sosnovo-Ozerskoye,RU,52.5249,111.5418,45.81,88,32,2.8,scattered clouds
557,Ust-Kut,RU,56.7938,105.7672,57.43,52,7,3.02,clear sky
558,Ambon,ID,-3.6954,128.1814,78.3,84,100,15.01,light rain
559,Zaria,NG,11.1113,7.7227,82.98,40,60,8.03,broken clouds
560,Ersekcsanad,HU,46.2535,18.9846,58.39,70,7,2.71,clear sky
561,Rudarpur,IN,26.4394,83.6144,90.07,47,94,4.36,overcast clouds
562,Kasempa,ZM,-13.4584,25.8338,64.15,43,77,4.59,broken clouds
563,Fjerritslev,DK,57.0813,9.2664,60.66,88,100,11.74,overcast clouds
564,Callaway,US,30.153,-85.5699,89.19,59,1,3.0,clear sky
565,Borogontsy,RU,62.6683,131.1683,62.92,49,51,2.06,broken clouds
566,Nuuk,GL,64.1835,-51.7216,36.88,68,83,11.99,broken clouds
567,Zapolyarnyy,RU,69.4154,30.8136,63.68,54,57,3.22,broken clouds
568,Lima,PE,-12.0432,-77.0282,66.9,75,90,4.61,overcast clouds
569,Mirnyy,RU,62.5353,113.9611,62.73,45,71,6.49,broken clouds
570,Dawei,MM,14.0833,98.2,79.45,90,72,1.83,broken clouds
571,Elban,RU,50.1018,136.5094,53.78,98,100,6.04,light rain
572,Syracuse,IT,37.0881,15.2792,69.89,75,1,3.69,clear sky
573,Anadyr,RU,64.75,177.4833,39.7,60,0,13.0,clear sky
574,Carballo,ES,43.213,-8.691,55.87,90,40,2.24,scattered clouds
575,Gat,IL,31.61,34.7642,69.82,68,33,4.25,scattered clouds
576,Mpanda,TZ,-6.3655,31.0409,66.02,72,77,1.66,broken clouds
577,Buin,CL,-33.7333,-70.75,75.52,42,100,3.76,overcast clouds
578,Mangai,CD,-4.05,19.5333,74.39,75,78,1.21,broken clouds
579,Hirara,JP,24.8,125.2833,83.17,87,64,20.13,broken clouds
580,Zhengjiatun,CN,43.5064,123.5064,54.61,69,80,6.17,broken clouds
581,Half Moon Bay,US,37.4636,-122.4286,90.18,62,20,1.01,few clouds
582,Chara,RU,56.9064,118.2631,56.01,62,7,2.17,clear sky
583,Salinas,US,36.6777,-121.6555,82.58,62,1,13.8,clear sky
584,Omboue,GA,-1.5746,9.2618,76.62,91,8,4.32,clear sky
585,High Level,CA,58.5169,-117.136,73.51,46,75,11.01,broken clouds
586,Pangai,TO,-19.8,-174.35,73.51,73,75,4.61,broken clouds
587,Fukue,JP,32.6881,128.8419,66.43,91,100,20.09,overcast clouds
588,Filadelfia,US,39.9523,-75.1638,81.99,69,75,5.01,broken clouds
589,Prokudskoye,RU,55.0089,82.4574,52.3,81,0,8.08,clear sky
590,Bourail,NC,-21.5667,165.4833,68.88,73,20,3.56,few clouds
591,Kobilja Glava,BA,43.8819,18.3892,55.94,72,0,3.44,clear sky
592,Spencer,US,43.1414,-95.1444,90.0,41,85,13.56,overcast clouds
593,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,78.48,62,18,6.4,few clouds
594,Urambo,TZ,-5.0667,32.05,69.67,59,100,2.53,overcast clouds
595,Minna,NG,9.6139,6.5569,74.91,94,20,8.5,light rain
596,Erlenbach,DE,49.1725,9.2683,70.27,87,100,2.53,overcast clouds
597,Chernyshevskiy,RU,63.0128,112.4714,60.37,50,93,2.62,overcast clouds
598,Pangkalanbuun,ID,-2.6833,111.6167,73.29,94,100,1.7,overcast clouds
599,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,74,62,4.5,broken clouds
600,Camalu,MX,30.85,-116.0667,78.42,63,1,9.08,clear sky
601,Honiara,SB,-9.4333,159.95,79.59,86,98,4.34,overcast clouds
602,Port Harcourt,NG,4.7774,7.0134,80.78,87,7,5.82,clear sky
603,Mudigere,IN,13.1333,75.6333,68.85,94,100,1.68,moderate rain
604,Denpasar,ID,-8.65,115.2167,80.26,94,20,5.23,few clouds
605,Hofn,IS,64.2539,-15.2082,48.6,81,100,6.64,overcast clouds
606,Glendive,US,47.1053,-104.7125,94.78,25,2,8.05,clear sky
607,Kursavka,RU,44.4564,42.5093,56.21,94,100,2.35,overcast clouds
608,Yinchuan,CN,38.4681,106.2731,65.37,20,0,5.91,clear sky
609,Conde,BR,-7.2597,-34.9075,80.06,69,20,9.1,few clouds
610,Lubaczow,PL,50.157,23.1234,55.51,81,50,4.52,scattered clouds
611,Chimoio,MZ,-19.1164,33.4833,60.66,100,75,3.42,broken clouds
612,Pitimbu,BR,-7.4706,-34.8086,81.19,76,36,10.8,scattered clouds
613,Asau,RO,46.4333,26.4,56.32,88,100,5.1,overcast clouds
614,Lucapa,AO,-8.4192,20.7447,70.39,48,8,3.22,clear sky
615,Victor Harbor,AU,-35.5667,138.6167,58.19,85,85,1.01,overcast clouds
616,Villamontes,BO,-21.25,-63.5,74.68,57,100,3.8,overcast clouds
617,Macapa,BR,0.0389,-51.0664,84.18,79,90,6.91,moderate rain
618,Ahipara,NZ,-35.1667,173.1667,55.56,72,22,2.55,few clouds
619,Koslan,RU,63.4564,48.8989,51.26,77,7,4.74,clear sky
620,Invermere,CA,50.5167,-116.0354,82.56,19,7,9.6,clear sky
621,Acopiara,BR,-6.0953,-39.4525,81.32,46,42,6.51,scattered clouds
622,Vikhorevka,RU,56.1201,101.1636,56.79,56,65,3.98,broken clouds
623,Vaitape,PF,-16.5167,-151.75,79.97,78,70,9.71,light rain
624,Whitehorse,CA,60.7161,-135.0538,55.02,40,75,18.99,broken clouds
625,Mount Isa,AU,-20.7333,139.5,56.97,72,39,11.5,scattered clouds
626,Aden,YE,12.7794,45.0367,87.19,71,13,11.27,few clouds
627,Tucumcari,US,35.1717,-103.725,81.95,25,36,3.29,scattered clouds
628,Kiruna,SE,67.8557,20.2251,63.52,39,83,4.61,broken clouds
629,Havre-Saint-Pierre,CA,50.2334,-63.5986,66.56,52,20,9.22,few clouds
630,Sarkand,KZ,45.41,79.9186,70.48,40,60,8.32,moderate rain
631,Clayton,US,33.5335,-84.3666,87.46,49,40,6.17,scattered clouds
632,Conway,US,35.0887,-92.4421,83.91,57,1,4.88,clear sky
633,Talcahuano,CL,-36.7167,-73.1167,60.48,94,90,5.75,overcast clouds
634,Dongsheng,CN,39.8161,109.9776,56.73,32,0,15.99,clear sky
635,Gerash,IR,27.6652,54.1371,89.74,13,22,3.74,few clouds
636,Terrace Bay,CA,48.7834,-87.1,54.1,85,55,8.34,broken clouds
637,Otane,NZ,-39.8833,176.6333,46.74,76,7,1.7,clear sky
638,Llanes,ES,43.4198,-4.7549,58.86,85,100,5.82,moderate rain
639,Vao,NC,-22.6667,167.4833,71.71,72,59,15.82,broken clouds
640,Zunyi,CN,27.6867,106.9072,59.4,91,100,2.57,moderate rain
641,Hualmay,PE,-11.0964,-77.6139,68.04,74,98,9.13,overcast clouds
642,Dakar,SN,14.6937,-17.4441,76.08,78,0,18.41,clear sky
643,Fonte Boa,BR,-2.4959,-66.2662,79.16,94,61,2.33,broken clouds
644,Novyy Starodub,UA,48.5158,33.1733,55.74,93,100,10.51,overcast clouds
645,Vorontsovka,RU,50.6132,40.3549,54.64,97,100,8.57,overcast clouds
646,Ha Giang,VN,22.8333,104.9833,74.35,98,100,4.18,moderate rain
647,Bulungu,CD,-4.55,18.6,74.71,72,100,1.05,overcast clouds
648,Meadow Lake,US,34.8014,-106.5436,87.48,17,85,7.18,overcast clouds
649,San Francisco,US,37.7749,-122.4194,95.63,71,20,8.01,few clouds
650,Yulara,AU,-25.2406,130.9889,48.04,76,79,6.91,broken clouds
651,Henties Bay,NA,-22.116,14.2845,66.85,46,0,4.81,clear sky
652,Souris,CA,49.6172,-100.2612,87.66,34,96,4.72,overcast clouds
653,El Cope,PA,8.6167,-80.6,78.85,83,100,3.18,overcast clouds
654,Fernley,US,39.608,-119.2518,100.56,12,19,4.65,few clouds
655,Kampong Thum,KH,12.7111,104.8887,80.2,83,98,0.47,overcast clouds
656,Chaoyang,CN,41.5703,120.4586,59.97,55,97,5.14,overcast clouds
657,Vangaindrano,MG,-23.35,47.6,68.41,94,66,5.39,light rain
658,Cove,BJ,7.221,2.3402,79.0,83,13,6.55,few clouds
659,Nakonde,ZM,-9.3421,32.745,60.8,76,89,4.7,overcast clouds
660,Qazvin,IR,36.2797,50.0049,69.42,30,0,2.3,clear sky
661,Churapcha,RU,62.0025,132.4325,60.13,59,23,3.42,few clouds
662,Solwezi,ZM,-12.1688,26.3894,58.71,67,36,1.88,scattered clouds
663,Nsoko,SZ,-27.0333,31.95,58.82,69,100,16.2,overcast clouds
664,Udachnyy,RU,66.4167,112.4,52.77,64,100,4.18,overcast clouds
665,Christchurch,NZ,-43.5333,172.6333,39.4,100,90,3.44,fog
666,Manuk Mangkaw,PH,4.8,119.85,83.46,78,41,8.37,scattered clouds
667,Mersing,MY,2.4312,103.8405,78.71,94,100,4.61,overcast clouds
668,Vestmannaeyjar,IS,63.4427,-20.2734,48.74,82,100,25.95,overcast clouds
669,Havoysund,NO,70.9963,24.6622,50.88,77,15,15.52,few clouds
670,Petukhovo,RU,55.0692,67.9019,49.33,90,94,9.71,overcast clouds
671,Maceio,BR,-9.6658,-35.7353,76.44,94,75,6.11,broken clouds
672,Haines Junction,CA,60.7522,-137.5108,52.75,41,63,15.17,broken clouds
673,Lazaro Cardenas,MX,17.9583,-102.2,88.81,55,26,10.42,scattered clouds
674,Coolum Beach,AU,-26.5333,153.1,58.1,95,27,5.91,scattered clouds
675,Ejura,GH,7.3856,-1.3562,80.4,73,12,8.25,light rain
676,Luderitz,NA,-26.6481,15.1594,69.94,29,0,19.39,clear sky
677,Elat,IL,29.5581,34.9482,84.04,34,0,18.41,clear sky
678,Jasper,US,37.2001,-94.3502,81.55,48,22,1.99,few clouds
679,Upata,VE,8.0086,-62.3989,82.18,90,100,3.06,overcast clouds
680,Novikovo,RU,51.1537,37.8879,51.84,88,98,9.89,overcast clouds
681,Yerbogachen,RU,61.2767,108.0108,56.93,67,63,1.9,broken clouds
682,Kortkeros,RU,61.8106,51.5806,57.2,66,0,2.59,clear sky
683,Sur,OM,22.5667,59.5289,91.53,46,0,12.03,clear sky
684,Mindelo,CV,16.8901,-24.9804,74.75,69,75,19.15,broken clouds
685,West Lake Stevens,US,47.9934,-122.1018,81.63,61,1,5.99,clear sky
686,Edgewater,US,28.9889,-80.9023,87.39,67,100,16.31,overcast clouds
687,Obama,JP,35.4958,135.746,71.64,90,100,18.43,overcast clouds
688,Bairiki,KI,1.3292,172.9752,82.4,83,75,9.86,broken clouds
689,Santa Maria,BR,-29.6842,-53.8069,72.7,49,0,4.94,clear sky
690,Quatre Cocos,MU,-20.2078,57.7625,74.08,72,56,16.15,light rain
